Hourly measurement data supplied by UK-air on 07/12/2021
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,,"Bexley - Belvedere West",,"Birmingham Airport 2",,"Breckland East Wretham",,"Brent - Ikea",,"Bridgend Park Street",,"Chichester - Lodsworth",,"Eastbourne - Devonshire Park",,"Glasgow Waulkmillglen Reservoir",,"Greenwich - Falconwood",,"Greenwich - Plumstead High Street",,"Greenwich - Westhorne Avenue",,"Greenwich - Woolwich Flyover",,"H&F Hammersmith Town Centre",,"Hackney - Old Street",,"Hounslow Cranford",,"Lewes - Newhaven",,"Lewisham - Honor Oak Park",,"Luton Airport FutureLuToN",,"Marchlyn Mawr",,"Newport M4 Junction 25",,"Oxford St Ebbes (Cal Club)",,"Redbridge - Ley Street",,"Redcar Dormanstown",,"Reigate and Banstead - Poles Lane",,"Richmond Upon Thames - Barnes Wetlands",,"Rother - Rye Harbour",,"Salford M60",,"Sevenoaks - Greatness Park",,"South Holland Westmere School",,"Southwark - Elephant and Castle",,"Swansea Cwm Level Park",,"Swansea Hafod DOAS",,"Swansea Morriston Roadside",,"Swansea St Thomas DOAS",,"Tower Hamlets - Blackwall",,"Tower Hamlets - Millwall Park",,"V Glamorgan Windsor Road Penarth",,"Wealden - Isfield",
Date,Time,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status
2021-07-08,23:00:00,23.4,N ugm-3,69.79532,N ugm-3,2.6942,N ugm-3,No data,,No data,,32.9,N ugm-3,No data,,57.1,N ugm-3,23.9,N ugm-3,24.9,N ugm-3,No data,,7,N ugm-3,19.75743,N ugm-3,26.2,N ugm-3,No data,,38.6,N ugm-3,36.8,N ugm-3,24.8132,N ugm-3,No data,N ugm-3,27,N ugm-3,29.9355,N ugm-3,25.4,N ugm-3,23.05034,N ugm-3,21.2,N ugm-3,29.5,N ugm-3,52.3,N ugm-3,38.78996,N ugm-3,36.8,N ugm-3,37.51916,N ugm-3,38.6,N ugm-3,45,N ugm-3,52,N ugm-3,No data,,35,N ugm-3,24.5,N ugm-3,30.53421,N ugm-3,No data,,32.9,N ugm-3
2021-07-08,24:00:00,21.7,N ugm-3,39.46811,N ugm-3,1.09763,N ugm-3,No data,,No data,,24.6,N ugm-3,No data,,55.8,N ugm-3,26.4,N ugm-3,26.9,N ugm-3,No data,,10,N ugm-3,20.65549,N ugm-3,25.7,N ugm-3,No data,,33.1,N ugm-3,35.6,N ugm-3,28.00632,N ugm-3,No data,N ugm-3,12,N ugm-3,31.38238,N ugm-3,29,N ugm-3,11.87442,N ugm-3,24.4,N ugm-3,27.5,N ugm-3,60,N ugm-3,16.35211,N ugm-3,31.5,N ugm-3,28.73808,N ugm-3,34,N ugm-3,45,N ugm-3,49,N ugm-3,No data,,35,N ugm-3,23.5,N ugm-3,30.78367,N ugm-3,No data,,42,N ugm-3
2021-07-09,01:00:00,23.9,N ugm-3,65.75333,N ugm-3,0.46566,N ugm-3,No data,,No data,,21.5,N ugm-3,No data,,54.3,N ugm-3,25.9,N ugm-3,30.6,N ugm-3,No data,,9.3,N ugm-3,26.6426,N ugm-3,29.7,N ugm-3,No data,,32.4,N ugm-3,38.7,N ugm-3,31.38238,N ugm-3,No data,N ugm-3,8,N ugm-3,35.12432,N ugm-3,29.5,N ugm-3,25.47844,N ugm-3,31.7,N ugm-3,25.1,N ugm-3,56.1,N ugm-3,12.06564,N ugm-3,28.5,N ugm-3,21.81965,N ugm-3,36,N ugm-3,36,N ugm-3,50,N ugm-3,No data,,30,N ugm-3,25.7,N ugm-3,23.81535,N ugm-3,No data,,48.7,N ugm-3
2021-07-09,02:00:00,24.1,N ugm-3,32.55985,N ugm-3,0.66523,N ugm-3,No data,,No data,,21.1,N ugm-3,No data,,54.2,N ugm-3,25.3,N ugm-3,30.6,N ugm-3,No data,,14.6,N ugm-3,30.634,N ugm-3,27.7,N ugm-3,No data,,30.2,N ugm-3,31.3,N ugm-3,28.32231,N ugm-3,No data,N ugm-3,10,N ugm-3,26.54281,N ugm-3,26.5,N ugm-3,6.38624,N ugm-3,38,N ugm-3,24.4,N ugm-3,51.2,N ugm-3,4.49815,N ugm-3,33,N ugm-3,8.64803,N ugm-3,No data,,30,N ugm-3,48,N ugm-3,No data,,18,N ugm-3,28.7,N ugm-3,29.13722,N ugm-3,No data,,37.4,N ugm-3
2021-07-09,03:00:00,19.6,N ugm-3,46.07707,N ugm-3,0.39914,N ugm-3,No data,,No data,,18.7,N ugm-3,No data,,50.6,N ugm-3,23.4,N ugm-3,25.9,N ugm-3,No data,,12.5,N ugm-3,25.04604,N ugm-3,22.3,N ugm-3,No data,,27.1,N ugm-3,31.5,N ugm-3,26.22683,N ugm-3,No data,,10,N ugm-3,18.01119,N ugm-3,23.5,N ugm-3,3.44258,N ugm-3,33,N ugm-3,18.3,N ugm-3,50.7,N ugm-3,4.0748,N ugm-3,30.7,N ugm-3,8.33205,N ugm-3,30.3,N ugm-3,22,N ugm-3,25,N ugm-3,No data,,38,N ugm-3,22.1,N ugm-3,25.39528,N ugm-3,No data,,31.5,N ugm-3
2021-07-09,04:00:00,16.8,N ugm-3,24.48904,N ugm-3,0.29936,N ugm-3,No data,,No data,,16.2,N ugm-3,No data,,44.5,N ugm-3,19,N ugm-3,21,N ugm-3,No data,,5.5,N ugm-3,17.9613,N ugm-3,16.8,N ugm-3,No data,,30.6,N ugm-3,29.4,N ugm-3,13.30467,N ugm-3,No data,N ugm-3,4,N ugm-3,9.92861,N ugm-3,17.7,N ugm-3,1.84602,N ugm-3,28.5,N ugm-3,10.7,N ugm-3,49.2,N ugm-3,4.23356,N ugm-3,31.6,N ugm-3,12.22366,N ugm-3,26.2,N ugm-3,12,N ugm-3,18,N ugm-3,No data,,41,N ugm-3,21.4,N ugm-3,19.70754,N ugm-3,No data,,10.5,N ugm-3
2021-07-09,05:00:00,11.8,N ugm-3,19.2616,N ugm-3,0.24946,N ugm-3,No data,,No data,,15.7,N ugm-3,No data,,44.4,N ugm-3,12.5,N ugm-3,17,N ugm-3,No data,,2,N ugm-3,16.06539,N ugm-3,15.3,N ugm-3,No data,,25.6,N ugm-3,26.7,N ugm-3,9.62925,N ugm-3,No data,N ugm-3,5,N ugm-3,12.17377,N ugm-3,16.3,N ugm-3,1.9957,N ugm-3,24,N ugm-3,14.2,N ugm-3,47.7,N ugm-3,8.94339,N ugm-3,30.7,N ugm-3,4.83957,N ugm-3,24.3,N ugm-3,35,N ugm-3,51,N ugm-3,No data,,42,N ugm-3,17.8,N ugm-3,16.16517,N ugm-3,No data,,5,N ugm-3
2021-07-09,06:00:00,9.7,N ugm-3,41.60516,N ugm-3,0.39914,N ugm-3,No data,,No data,,18.4,N ugm-3,No data,,42.7,N ugm-3,11.5,N ugm-3,17,N ugm-3,No data,,2,N ugm-3,9.37979,N ugm-3,12.4,N ugm-3,No data,,19.7,N ugm-3,24.9,N ugm-3,8.01606,N ugm-3,No data,N ugm-3,4,N ugm-3,13.22151,N ugm-3,11.7,N ugm-3,13.37119,N ugm-3,25.4,N ugm-3,18.3,N ugm-3,46,N ugm-3,4.81567,N ugm-3,27.5,N ugm-3,6.28646,N ugm-3,21.2,N ugm-3,46,N ugm-3,54,N ugm-3,No data,,35,N ugm-3,10.8,N ugm-3,19.05894,N ugm-3,No data,,4.9,N ugm-3
2021-07-09,07:00:00,11.1,N ugm-3,37.60727,N ugm-3,2.94366,N ugm-3,No data,,No data,,19.8,N ugm-3,No data,,47.1,N ugm-3,14,N ugm-3,19,N ugm-3,No data,,5,N ugm-3,6.6856,N ugm-3,13.9,N ugm-3,No data,,18.3,N ugm-3,25.6,N ugm-3,19.64102,N ugm-3,No data,N ugm-3,9,N ugm-3,14.91786,N ugm-3,12.9,N ugm-3,14.51872,N ugm-3,27,N ugm-3,17.3,N ugm-3,43.6,N ugm-3,26.45973,N ugm-3,26.5,N ugm-3,14.96775,N ugm-3,19.1,N ugm-3,46,N ugm-3,49,N ugm-3,No data,,31,N ugm-3,9.5,N ugm-3,21.3041,N ugm-3,No data,,22.9,N ugm-3
2021-07-09,08:00:00,15.3,N ugm-3,38.55089,N ugm-3,8.23226,N ugm-3,No data,,No data,,21.1,N ugm-3,No data,,50.5,N ugm-3,18.5,N ugm-3,21,N ugm-3,No data,,5.5,N ugm-3,8.58151,N ugm-3,9.9,N ugm-3,No data,,19.2,N ugm-3,27.9,N ugm-3,28.67156,N ugm-3,No data,N ugm-3,15,N ugm-3,18.36044,N ugm-3,13.9,N ugm-3,20.75528,N ugm-3,32,N ugm-3,19.3,N ugm-3,41,N ugm-3,52.2315,N ugm-3,28.4,N ugm-3,21.80302,N ugm-3,18.7,N ugm-3,44,N ugm-3,40,N ugm-3,No data,,31,N ugm-3,11.7,N ugm-3,22.15227,N ugm-3,No data,,34.3,N ugm-3
2021-07-09,09:00:00,27.1,N ugm-3,65.16584,N ugm-3,20.10668,N ugm-3,No data,,No data,,24.5,N ugm-3,No data,,53.8,N ugm-3,22.5,N ugm-3,25.9,N ugm-3,No data,,7,N ugm-3,15.41678,N ugm-3,15.3,N ugm-3,No data,,24.9,N ugm-3,34.7,N ugm-3,29.61952,N ugm-3,No data,N ugm-3,23,N ugm-3,31.88131,N ugm-3,18.7,N ugm-3,45.65164,N ugm-3,44,N ugm-3,24.4,N ugm-3,44.5,N ugm-3,49.69137,N ugm-3,39.6,N ugm-3,27.44088,N ugm-3,25.9,N ugm-3,48,N ugm-3,49,N ugm-3,No data,,36,N ugm-3,19.2,N ugm-3,26.5927,N ugm-3,No data,,43.8,N ugm-3
2021-07-09,10:00:00,27.9,N ugm-3,57.44982,N ugm-3,39.66454,N ugm-3,No data,,No data,,18.2,N ugm-3,No data,,51.7,N ugm-3,21.5,N ugm-3,26.4,N ugm-3,No data,,9,N ugm-3,26.04389,N ugm-3,20.8,N ugm-3,No data,,27.1,N ugm-3,50.7,N ugm-3,33.96016,N ugm-3,No data,N ugm-3,35,N ugm-3,46.10067,N ugm-3,30,N ugm-3,47.39788,N ugm-3,52.1,N ugm-3,30,N ugm-3,49.5,N ugm-3,35.24435,N ugm-3,45,N ugm-3,36.47142,N ugm-3,35.5,N ugm-3,51,N ugm-3,49,N ugm-3,No data,,38,N ugm-3,22.9,N ugm-3,38.11787,N ugm-3,No data,,57,N ugm-3
2021-07-09,11:00:00,41.1,N ugm-3,73.89908,N ugm-3,50.09207,N ugm-3,No data,,No data,,41.2,N ugm-3,No data,,56.9,N ugm-3,24.4,N ugm-3,30.4,N ugm-3,No data,,12.5,N ugm-3,29.53636,N ugm-3,26.2,N ugm-3,No data,,28.5,N ugm-3,58.5,N ugm-3,43.67257,N ugm-3,No data,N ugm-3,36,N ugm-3,58.02498,N ugm-3,38.5,N ugm-3,53.58455,N ugm-3,59.3,N ugm-3,36.1,N ugm-3,54.1,N ugm-3,26.56557,N ugm-3,55.4,N ugm-3,52.28734,N ugm-3,42.2,N ugm-3,47,N ugm-3,50,N ugm-3,No data,,43,N ugm-3,24.2,N ugm-3,40.71228,N ugm-3,No data,,69.1,N ugm-3
2021-07-09,12:00:00,53.7,N ugm-3,80.10351,N ugm-3,30.38453,N ugm-3,No data,,No data,,60.8,N ugm-3,No data,,62.9,N ugm-3,26.4,N ugm-3,32.4,N ugm-3,No data,,17,N ugm-3,46.5996,N ugm-3,33.7,N ugm-3,No data,,37.2,N ugm-3,69.7,N ugm-3,45.58512,N ugm-3,No data,N ugm-3,37,N ugm-3,61.71702,N ugm-3,42.8,N ugm-3,60.46971,N ugm-3,66.6,N ugm-3,50.9,N ugm-3,52.3,N ugm-3,15.98167,N ugm-3,65,N ugm-3,61.8667,N ugm-3,57,N ugm-3,45,N ugm-3,46,N ugm-3,No data,,38,N ugm-3,28.3,N ugm-3,51.13981,N ugm-3,No data,,61.1,N ugm-3
2021-07-09,13:00:00,54.5,N ugm-3,71.85433,N ugm-3,39.61465,N ugm-3,No data,,No data,,59.5,N ugm-3,No data,,62.1,N ugm-3,32.9,N ugm-3,38.4,N ugm-3,No data,,19,N ugm-3,43.15701,N ugm-3,37.1,N ugm-3,No data,,41.2,N ugm-3,69.9,N ugm-3,50.09207,N ugm-3,No data,N ugm-3,32,N ugm-3,62.26584,N ugm-3,35.1,N ugm-3,65.70842,N ugm-3,71.1,N ugm-3,56.5,N ugm-3,53.6,N ugm-3,28.52358,N ugm-3,68.2,N ugm-3,71.49595,N ugm-3,59.2,N ugm-3,52,N ugm-3,48,N ugm-3,No data,,39,N ugm-3,34.9,N ugm-3,60.32003,N ugm-3,No data,,70.3,N ugm-3
2021-07-09,14:00:00,60.8,N ugm-3,78.85091,N ugm-3,53.28519,N ugm-3,No data,,No data,,70.5,N ugm-3,No data,,61.5,N ugm-3,31.9,N ugm-3,36.4,N ugm-3,No data,,18,N ugm-3,44.65379,N ugm-3,37.6,N ugm-3,No data,,45.1,N ugm-3,76.2,N ugm-3,38.84963,N ugm-3,No data,N ugm-3,30,N ugm-3,62.26584,N ugm-3,20.7,N ugm-3,68.15316,N ugm-3,69.1,N ugm-3,62.6,N ugm-3,61,N ugm-3,17.30466,N ugm-3,68.2,N ugm-3,76.73467,N ugm-3,70.1,N ugm-3,47,N ugm-3,41,N ugm-3,No data,,36,N ugm-3,34.9,N ugm-3,63.41337,N ugm-3,No data,,75.6,N ugm-3
2021-07-09,15:00:00,61.4,N ugm-3,84.18501,N ugm-3,56.72777,N ugm-3,No data,,No data,,75.5,N ugm-3,No data,,60.5,N ugm-3,36.9,N ugm-3,39.4,N ugm-3,No data,,23.4,N ugm-3,40.6125,N ugm-3,48,N ugm-3,No data,,45.9,N ugm-3,84.3,N ugm-3,44.50411,N ugm-3,No data,N ugm-3,28,N ugm-3,62.5652,N ugm-3,34.4,N ugm-3,73.39187,N ugm-3,71.2,N ugm-3,66.7,N ugm-3,52.8,N ugm-3,23.70791,N ugm-3,62.3,N ugm-3,81.52435,N ugm-3,77.6,N ugm-3,42,N ugm-3,38,N ugm-3,No data,,34,N ugm-3,34.1,N ugm-3,70.4981,N ugm-3,No data,,77.9,N ugm-3
2021-07-09,16:00:00,61.5,N ugm-3,82.24888,N ugm-3,60.96864,N ugm-3,No data,,No data,,69.4,N ugm-3,No data,,58.7,N ugm-3,41.4,N ugm-3,44.9,N ugm-3,No data,,19.5,N ugm-3,43.70583,N ugm-3,57.4,N ugm-3,No data,,44.6,N ugm-3,75.4,N ugm-3,65.79158,N ugm-3,No data,N ugm-3,29,N ugm-3,60.46971,N ugm-3,48.4,N ugm-3,65.8581,N ugm-3,73.4,N ugm-3,68.7,N ugm-3,55.3,N ugm-3,56.99425,N ugm-3,69.6,N ugm-3,82.57209,N ugm-3,80.8,N ugm-3,48,N ugm-3,37,N ugm-3,No data,,34,N ugm-3,30.3,N ugm-3,66.65638,N ugm-3,No data,,73.1,N ugm-3
2021-07-09,17:00:00,60.3,N ugm-3,82.03988,N ugm-3,61.31788,N ugm-3,No data,,No data,,73.7,N ugm-3,No data,,59.1,N ugm-3,45.4,N ugm-3,48.4,N ugm-3,No data,,23,N ugm-3,50.64089,N ugm-3,51,N ugm-3,No data,,45.3,N ugm-3,71.6,N ugm-3,77.1338,N ugm-3,No data,N ugm-3,27,N ugm-3,56.77767,N ugm-3,54.1,N ugm-3,69.69982,N ugm-3,74.9,N ugm-3,66.2,N ugm-3,66.7,N ugm-3,70.38287,N ugm-3,67.4,N ugm-3,78.83015,N ugm-3,64.2,N ugm-3,42,N ugm-3,41,N ugm-3,No data,,33,N ugm-3,28.6,N ugm-3,62.21595,N ugm-3,No data,,72,N ugm-3
2021-07-09,18:00:00,59.7,N ugm-3,82.47121,N ugm-3,54.08347,N ugm-3,No data,,No data,,66.1,N ugm-3,No data,,60.6,N ugm-3,43.9,N ugm-3,43.9,N ugm-3,No data,,23,N ugm-3,46.94884,N ugm-3,43.1,N ugm-3,No data,,38,N ugm-3,67.4,N ugm-3,65.94126,N ugm-3,No data,N ugm-3,27,N ugm-3,56.17896,N ugm-3,56.5,N ugm-3,73.44176,N ugm-3,70.5,N ugm-3,67.7,N ugm-3,63.5,N ugm-3,68.42485,N ugm-3,63.8,N ugm-3,75.88649,N ugm-3,57.3,N ugm-3,43,N ugm-3,37,N ugm-3,No data,,32,N ugm-3,27.1,N ugm-3,58.47401,N ugm-3,No data,,68.1,N ugm-3
2021-07-09,19:00:00,57.2,N ugm-3,114.27713,N ugm-3,45.10282,N ugm-3,No data,,No data,,66.7,N ugm-3,No data,,62.7,N ugm-3,44.9,N ugm-3,45.9,N ugm-3,No data,,22,N ugm-3,49.34368,N ugm-3,44,N ugm-3,No data,,38,N ugm-3,69.2,N ugm-3,57.57595,N ugm-3,No data,N ugm-3,31,N ugm-3,52.63659,N ugm-3,53.5,N ugm-3,73.69122,N ugm-3,64.6,N ugm-3,64.6,N ugm-3,57.4,N ugm-3,65.24968,N ugm-3,63.2,N ugm-3,66.35702,N ugm-3,67,N ugm-3,44,N ugm-3,39,N ugm-3,No data,,34,N ugm-3,33.3,N ugm-3,59.07272,N ugm-3,No data,,62.3,N ugm-3
2021-07-09,20:00:00,51.9,N ugm-3,36.65682,N ugm-3,36.82067,N ugm-3,No data,,No data,,55.9,N ugm-3,No data,,61.6,N ugm-3,41.9,N ugm-3,44.9,N ugm-3,No data,,21,N ugm-3,48.49551,N ugm-3,47.5,N ugm-3,No data,,36.1,N ugm-3,64.5,N ugm-3,43.98856,N ugm-3,No data,N ugm-3,32,N ugm-3,49.64304,N ugm-3,51.6,N ugm-3,66.40692,N ugm-3,57.4,N ugm-3,58,N ugm-3,56.3,N ugm-3,54.93039,N ugm-3,56.3,N ugm-3,60.5196,N ugm-3,63.7,N ugm-3,35,N ugm-3,38,N ugm-3,No data,,34,N ugm-3,27.6,N ugm-3,59.62154,N ugm-3,No data,,56.3,N ugm-3
2021-07-09,21:00:00,40.4,N ugm-3,25.63177,N ugm-3,19.70754,N ugm-3,No data,,No data,,45.3,N ugm-3,No data,,57.4,N ugm-3,37.9,N ugm-3,35.9,N ugm-3,No data,,18.5,N ugm-3,44.15486,N ugm-3,36.6,N ugm-3,No data,,38.2,N ugm-3,58.8,N ugm-3,23.93177,N ugm-3,No data,N ugm-3,28,N ugm-3,42.45852,N ugm-3,47.1,N ugm-3,62.5652,N ugm-3,53,N ugm-3,47.3,N ugm-3,51.4,N ugm-3,48.31546,N ugm-3,46.6,N ugm-3,55.92949,N ugm-3,52.9,N ugm-3,32,N ugm-3,30,N ugm-3,No data,,32,N ugm-3,33.5,N ugm-3,45.70153,N ugm-3,No data,,47,N ugm-3
2021-07-09,22:00:00,34.6,N ugm-3,30.69191,N ugm-3,13.37119,N ugm-3,No data,,No data,,35.6,N ugm-3,No data,,52.7,N ugm-3,38.9,N ugm-3,32.9,N ugm-3,No data,,20.5,N ugm-3,37.02024,N ugm-3,33.2,N ugm-3,No data,,38.6,N ugm-3,50.7,N ugm-3,34.30941,N ugm-3,No data,,21,N ugm-3,42.00949,N ugm-3,38.9,N ugm-3,46.74927,N ugm-3,48.3,N ugm-3,46.3,N ugm-3,44.4,N ugm-3,32.70422,N ugm-3,44.3,N ugm-3,46.35013,N ugm-3,51,N ugm-3,24,N ugm-3,14,N ugm-3,No data,,32,N ugm-3,32.5,N ugm-3,38.41723,N ugm-3,No data,,46.3,N ugm-3
2021-07-09,23:00:00,32.9,N ugm-3,37.68241,N ugm-3,7.73334,N ugm-3,No data,,No data,,32.4,N ugm-3,No data,,49.5,N ugm-3,35.4,N ugm-3,33.9,N ugm-3,No data,,17,N ugm-3,32.28045,N ugm-3,26.7,N ugm-3,No data,,36.2,N ugm-3,53.5,N ugm-3,33.42798,N ugm-3,No data,N ugm-3,26,N ugm-3,33.57765,N ugm-3,35.9,N ugm-3,14.16947,N ugm-3,44.4,N ugm-3,37.7,N ugm-3,44.1,N ugm-3,31.64583,N ugm-3,41,N ugm-3,41.80991,N ugm-3,47,N ugm-3,24,N ugm-3,20,N ugm-3,No data,,38,N ugm-3,29.6,N ugm-3,41.11142,N ugm-3,No data,,25.4,N ugm-3
2021-07-09,24:00:00,29.3,N ugm-3,38.96963,N ugm-3,3.59226,N ugm-3,No data,,No data,,32.6,N ugm-3,No data,,47.9,N ugm-3,36.9,N ugm-3,35.4,N ugm-3,No data,,19,N ugm-3,36.67099,N ugm-3,29.2,N ugm-3,No data,,28.5,N ugm-3,52.5,N ugm-3,31.79815,N ugm-3,No data,N ugm-3,24,N ugm-3,35.02454,N ugm-3,39.1,N ugm-3,8.28216,N ugm-3,38.5,N ugm-3,39.7,N ugm-3,44.5,N ugm-3,44.0819,N ugm-3,40.7,N ugm-3,33.62755,N ugm-3,46.8,N ugm-3,21,N ugm-3,16,N ugm-3,No data,,39,N ugm-3,30,N ugm-3,42.85766,N ugm-3,No data,,27.9,N ugm-3
2021-07-10,01:00:00,27.1,N ugm-3,37.10969,N ugm-3,15.56646,N ugm-3,No data,,No data,,23.3,N ugm-3,No data,,44.5,N ugm-3,34.6,N ugm-3,35.3,N ugm-3,No data,,21.3,N ugm-3,33.67744,N ugm-3,35,N ugm-3,No data,,29.8,N ugm-3,51.6,N ugm-3,33.31156,N ugm-3,No data,,26,N ugm-3,30.66726,N ugm-3,39.1,N ugm-3,5.1223,N ugm-3,29.4,N ugm-3,34.6,N ugm-3,44.9,N ugm-3,46.21632,N ugm-3,39.5,N ugm-3,28.93765,N ugm-3,43.6,N ugm-3,19,N ugm-3,17,N ugm-3,No data,,31,N ugm-3,35.2,N ugm-3,36.45479,N ugm-3,No data,,21.8,N ugm-3
2021-07-10,02:00:00,31.6,N ugm-3,37.95901,N ugm-3,20.35614,N ugm-3,No data,,No data,,17.9,N ugm-3,No data,,42.3,N ugm-3,33.3,N ugm-3,39.2,N ugm-3,No data,,24.6,N ugm-3,35.37378,N ugm-3,35,N ugm-3,No data,,32,N ugm-3,50,N ugm-3,28.38883,N ugm-3,No data,N ugm-3,25,N ugm-3,37.58568,N ugm-3,35.7,N ugm-3,53.73422,N ugm-3,30.3,N ugm-3,36,N ugm-3,36,N ugm-3,36.40858,N ugm-3,34.5,N ugm-3,27.27457,N ugm-3,No data,,17,N ugm-3,14,N ugm-3,No data,,28,N ugm-3,37.2,N ugm-3,42.24232,N ugm-3,No data,,14.6,N ugm-3
2021-07-10,03:00:00,33.4,N ugm-3,24.07643,N ugm-3,19.00904,N ugm-3,No data,,No data,,23.4,N ugm-3,No data,,25,N ugm-3,35.4,N ugm-3,39.4,N ugm-3,No data,,23,N ugm-3,39.46497,N ugm-3,36.6,N ugm-3,No data,,33.3,N ugm-3,49.6,N ugm-3,25.96073,N ugm-3,No data,N ugm-3,21,N ugm-3,32.82927,N ugm-3,32,N ugm-3,61.51745,N ugm-3,33.5,N ugm-3,39.2,N ugm-3,37.6,N ugm-3,30.32285,N ugm-3,34.1,N ugm-3,23.49937,N ugm-3,46.7,N ugm-3,15,N ugm-3,20,N ugm-3,No data,,27,N ugm-3,36,N ugm-3,44.10497,N ugm-3,No data,,10.9,N ugm-3
2021-07-10,04:00:00,31.5,N ugm-3,26.02448,N ugm-3,15.61635,N ugm-3,No data,,No data,,21,N ugm-3,No data,,23.8,N ugm-3,33.9,N ugm-3,38.9,N ugm-3,No data,,24.4,N ugm-3,35.32389,N ugm-3,37.6,N ugm-3,No data,,27.9,N ugm-3,50,N ugm-3,27.15815,N ugm-3,No data,N ugm-3,24,N ugm-3,27.59055,N ugm-3,35.2,N ugm-3,57.32648,N ugm-3,29.8,N ugm-3,36.6,N ugm-3,36.6,N ugm-3,35.50895,N ugm-3,32.8,N ugm-3,24.597,N ugm-3,46.7,N ugm-3,10,N ugm-3,22,N ugm-3,No data,,20,N ugm-3,34.1,N ugm-3,46.10067,N ugm-3,No data,,18.6,N ugm-3
2021-07-10,05:00:00,26.5,N ugm-3,42.41506,N ugm-3,16.16517,N ugm-3,No data,,No data,,17.8,N ugm-3,No data,,23.4,N ugm-3,30.4,N ugm-3,34.9,N ugm-3,No data,,19,N ugm-3,29.83572,N ugm-3,36.6,N ugm-3,No data,,12.9,N ugm-3,49.4,N ugm-3,24.69679,N ugm-3,No data,N ugm-3,23,N ugm-3,18.16087,N ugm-3,35.4,N ugm-3,55.18111,N ugm-3,23.1,N ugm-3,36.1,N ugm-3,34,N ugm-3,16.14043,N ugm-3,35.8,N ugm-3,22.45163,N ugm-3,43.9,N ugm-3,11,N ugm-3,40,N ugm-3,No data,,33,N ugm-3,32.6,N ugm-3,43.70583,N ugm-3,No data,,12,N ugm-3
2021-07-10,06:00:00,23,N ugm-3,32.07549,N ugm-3,17.16302,N ugm-3,No data,,No data,,13.2,N ugm-3,No data,,21.8,N ugm-3,25.9,N ugm-3,32.9,N ugm-3,No data,,14,N ugm-3,24.19786,N ugm-3,34.2,N ugm-3,No data,,10.7,N ugm-3,47.7,N ugm-3,21.65335,N ugm-3,No data,N ugm-3,23,N ugm-3,14.41893,N ugm-3,34,N ugm-3,52.5368,N ugm-3,22,N ugm-3,34.6,N ugm-3,21.9,N ugm-3,16.40503,N ugm-3,37.4,N ugm-3,25.19571,N ugm-3,40.4,N ugm-3,12,N ugm-3,31,N ugm-3,No data,,22,N ugm-3,27.8,N ugm-3,42.30884,N ugm-3,No data,,12.9,N ugm-3
2021-07-10,07:00:00,24.3,N ugm-3,32.01213,N ugm-3,23.89851,N ugm-3,No data,,No data,,15.4,N ugm-3,No data,,21.6,N ugm-3,22.5,N ugm-3,34.4,N ugm-3,No data,,9.5,N ugm-3,21.65335,N ugm-3,29.7,N ugm-3,No data,,9,N ugm-3,47.4,N ugm-3,24.01492,N ugm-3,No data,N ugm-3,22,N ugm-3,21.20431,N ugm-3,37.2,N ugm-3,45.2525,N ugm-3,31,N ugm-3,35.6,N ugm-3,26.8,N ugm-3,23.17872,N ugm-3,39.4,N ugm-3,30.634,N ugm-3,39.4,N ugm-3,12,N ugm-3,25,N ugm-3,No data,,20,N ugm-3,21.7,N ugm-3,40.51271,N ugm-3,No data,,18.9,N ugm-3
2021-07-10,08:00:00,31,N ugm-3,30.24932,N ugm-3,28.23916,N ugm-3,No data,,No data,,15.5,N ugm-3,No data,,26.5,N ugm-3,20.5,N ugm-3,31.9,N ugm-3,No data,,8,N ugm-3,18.26066,N ugm-3,31.7,N ugm-3,No data,,8,N ugm-3,47.4,N ugm-3,32.24719,N ugm-3,No data,N ugm-3,21,N ugm-3,22.30195,N ugm-3,34.9,N ugm-3,52.48691,N ugm-3,29.1,N ugm-3,36.6,N ugm-3,27.8,N ugm-3,12.33023,N ugm-3,37.4,N ugm-3,35.37378,N ugm-3,41.7,N ugm-3,11,N ugm-3,33,N ugm-3,No data,,24,N ugm-3,23.3,N ugm-3,37.81852,N ugm-3,No data,,22.4,N ugm-3
