Hourly measurement data supplied by UK-air on 07/12/2021
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,,"Bexley - Belvedere West",,"Birmingham Airport 2",,"Breckland East Wretham",,"Brent - Ikea",,"Bridgend Park Street",,"Chichester - Lodsworth",,"Eastbourne - Devonshire Park",,"Glasgow Waulkmillglen Reservoir",,"Greenwich - Falconwood",,"Greenwich - Plumstead High Street",,"Greenwich - Westhorne Avenue",,"Greenwich - Woolwich Flyover",,"H&F Hammersmith Town Centre",,"Hackney - Old Street",,"Hounslow Cranford",,"Lewes - Newhaven",,"Lewisham - Honor Oak Park",,"Luton Airport FutureLuToN",,"Marchlyn Mawr",,"Newport M4 Junction 25",,"Oxford St Ebbes (Cal Club)",,"Redbridge - Ley Street",,"Redcar Dormanstown",,"Reigate and Banstead - Poles Lane",,"Richmond Upon Thames - Barnes Wetlands",,"Rother - Rye Harbour",,"Salford M60",,"Sevenoaks - Greatness Park",,"South Holland Westmere School",,"Southwark - Elephant and Castle",,"Swansea Cwm Level Park",,"Swansea Hafod DOAS",,"Swansea Morriston Roadside",,"Swansea St Thomas DOAS",,"Tower Hamlets - Blackwall",,"Tower Hamlets - Millwall Park",,"V Glamorgan Windsor Road Penarth",,"Wealden - Isfield",
Date,Time,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status
2021-01-02,09:00:00,35.9,V ugm-3,3.97587,N ugm-3,28.18926,N ugm-3,22,N ugm-3,No data,,23.8,V ugm-3,21.9,V ugm-3,No data,V ugm-3,24.5,V ugm-3,24.9,V ugm-3,No data,V ugm-3,18.7,V ugm-3,10.79175,V ugm-3,33.4,V ugm-3,No data,,23.6,V ugm-3,39.6,N ugm-3,36.10554,N ugm-3,66,V ugm-3,1,N ugm-3,16.69253,N ugm-3,No data,,34.07658,N ugm-3,35.4,V ugm-3,32.9,V ugm-3,26.7,V ugm-3,1.72535,N ugm-3,27.5,N ugm-3,34.22626,N ugm-3,26.7,V ugm-3,3,V ugm-3,12,N ugm-3,2,N ugm-3,No data,N ugm-3,19.7,N ugm-3,33.92936,N ugm-3,5,V ugm-3,32.2,V ugm-3
2021-01-02,10:00:00,35.3,V ugm-3,7.13383,N ugm-3,27.69034,N ugm-3,18.8,N ugm-3,No data,,22.8,V ugm-3,23.7,V ugm-3,No data,V ugm-3,25.5,V ugm-3,22.9,V ugm-3,No data,V ugm-3,19.2,V ugm-3,7.39407,V ugm-3,30.4,V ugm-3,No data,,24.6,V ugm-3,40.8,N ugm-3,36.82067,N ugm-3,66,V ugm-3,1,N ugm-3,16.04044,N ugm-3,No data,,31.58195,N ugm-3,35.2,V ugm-3,28.3,V ugm-3,29.6,V ugm-3,2.2183,N ugm-3,28.5,N ugm-3,35.07443,N ugm-3,23.4,V ugm-3,10,V ugm-3,15,N ugm-3,2,N ugm-3,No data,N ugm-3,16.2,N ugm-3,32.4309,N ugm-3,2,V ugm-3,31.2,V ugm-3
2021-01-02,11:00:00,37.1,V ugm-3,17.38282,N ugm-3,27.54066,N ugm-3,18.8,N ugm-3,No data,,26.2,V ugm-3,26.5,V ugm-3,No data,V ugm-3,22.4,V ugm-3,29.9,V ugm-3,No data,V ugm-3,19.2,V ugm-3,7.26435,V ugm-3,26.4,V ugm-3,No data,,22.7,V ugm-3,35.1,N ugm-3,33.46124,N ugm-3,65,V ugm-3,2,N ugm-3,32.10582,N ugm-3,No data,,28.03959,N ugm-3,27.5,V ugm-3,28.3,V ugm-3,31.5,V ugm-3,2.56337,N ugm-3,29.5,N ugm-3,36.32174,N ugm-3,20.4,V ugm-3,12,V ugm-3,11,N ugm-3,2,N ugm-3,No data,N ugm-3,12.8,N ugm-3,31.41409,N ugm-3,13,V ugm-3,33.4,V ugm-3
2021-01-02,12:00:00,37.5,V ugm-3,29.44649,N ugm-3,30.68389,N ugm-3,21.1,N ugm-3,No data,,26.9,V ugm-3,30.2,V ugm-3,No data,V ugm-3,19.8,V ugm-3,25.4,V ugm-3,No data,V ugm-3,18.7,V ugm-3,15.24216,V ugm-3,28.4,V ugm-3,No data,,21.1,V ugm-3,34.3,N ugm-3,35.00791,N ugm-3,61,V ugm-3,3,N ugm-3,34.20181,N ugm-3,No data,,19.05894,N ugm-3,30.9,V ugm-3,29.4,V ugm-3,32.7,V ugm-3,3.79576,N ugm-3,30,N ugm-3,38.5669,N ugm-3,22.9,V ugm-3,13,V ugm-3,14,N ugm-3,3,N ugm-3,No data,N ugm-3,15.7,N ugm-3,28.89882,N ugm-3,23,V ugm-3,34.4,V ugm-3
2021-01-02,13:00:00,35.7,V ugm-3,30.48094,N ugm-3,32.92905,N ugm-3,28.1,N ugm-3,No data,,26.8,V ugm-3,28.3,V ugm-3,No data,V ugm-3,16.2,V ugm-3,24.9,V ugm-3,No data,V ugm-3,16.2,V ugm-3,24.5521,V ugm-3,32.4,V ugm-3,No data,,20.7,V ugm-3,37.1,N ugm-3,34.10984,N ugm-3,58,V ugm-3,8,N ugm-3,31.558,N ugm-3,No data,,23.24991,N ugm-3,30.8,V ugm-3,38,V ugm-3,29.4,V ugm-3,6.99998,N ugm-3,31.4,N ugm-3,39.06583,N ugm-3,24.2,V ugm-3,6,V ugm-3,13,N ugm-3,3,N ugm-3,No data,N ugm-3,18.7,N ugm-3,31.46761,N ugm-3,22,V ugm-3,36.3,V ugm-3
2021-01-02,14:00:00,35.7,V ugm-3,28.4189,N ugm-3,34.67529,N ugm-3,29.5,N ugm-3,No data,,29.7,V ugm-3,27.3,V ugm-3,No data,V ugm-3,17.3,V ugm-3,22.4,V ugm-3,No data,V ugm-3,17.2,V ugm-3,10.96637,V ugm-3,40.9,V ugm-3,No data,,17.6,V ugm-3,43.5,N ugm-3,39.4816,N ugm-3,60,V ugm-3,10,N ugm-3,35.56238,N ugm-3,No data,,45.65164,N ugm-3,28.3,V ugm-3,44.5,V ugm-3,28.8,V ugm-3,16.07037,N ugm-3,28.5,N ugm-3,37.86841,N ugm-3,33.8,V ugm-3,43,V ugm-3,42,N ugm-3,21,N ugm-3,No data,N ugm-3,20.6,N ugm-3,37.78254,N ugm-3,33,V ugm-3,34.2,V ugm-3
2021-01-02,15:00:00,45.4,V ugm-3,30.61849,N ugm-3,33.12862,N ugm-3,No data,,No data,,30.7,V ugm-3,24.3,V ugm-3,No data,V ugm-3,18.8,V ugm-3,36.3,V ugm-3,No data,V ugm-3,24.3,V ugm-3,13.2265,V ugm-3,25.9,V ugm-3,No data,,21.4,V ugm-3,45.6,N ugm-3,34.82497,N ugm-3,61,V ugm-3,8,N ugm-3,43.00285,N ugm-3,No data,,53.08562,N ugm-3,31.5,V ugm-3,37.5,V ugm-3,29.6,V ugm-3,27.01399,N ugm-3,25.5,N ugm-3,35.62324,N ugm-3,27.5,V ugm-3,48,V ugm-3,49,N ugm-3,34,N ugm-3,No data,N ugm-3,17.2,N ugm-3,39.65561,N ugm-3,22,V ugm-3,33.4,V ugm-3
2021-01-02,16:00:00,40.3,V ugm-3,34.17873,N ugm-3,28.93765,N ugm-3,No data,,No data,,26.5,V ugm-3,27,V ugm-3,No data,V ugm-3,14.2,V ugm-3,25.9,V ugm-3,No data,V ugm-3,11.5,V ugm-3,10.36766,V ugm-3,23.9,V ugm-3,No data,,16.6,V ugm-3,34.1,N ugm-3,25.92747,N ugm-3,60,V ugm-3,6,N ugm-3,44.31851,N ugm-3,No data,,55.92949,N ugm-3,32.9,V ugm-3,30.4,V ugm-3,27.7,V ugm-3,18.63374,N ugm-3,15.2,N ugm-3,35.72303,N ugm-3,22.7,V ugm-3,29,V ugm-3,34,N ugm-3,19,N ugm-3,No data,N ugm-3,10.9,N ugm-3,26.75817,N ugm-3,10,V ugm-3,28,V ugm-3
2021-01-02,17:00:00,28.9,V ugm-3,22.42823,N ugm-3,25.69464,N ugm-3,No data,,No data,,26.1,V ugm-3,21,V ugm-3,No data,V ugm-3,10,V ugm-3,11.5,V ugm-3,No data,V ugm-3,11,V ugm-3,3.79682,V ugm-3,22,V ugm-3,No data,,10.7,V ugm-3,23.4,N ugm-3,22.46826,N ugm-3,61,V ugm-3,11,N ugm-3,41.17878,N ugm-3,No data,,53.93379,N ugm-3,30.4,V ugm-3,24.8,V ugm-3,24.9,V ugm-3,24.45062,N ugm-3,3.9,N ugm-3,31.18281,N ugm-3,18.7,V ugm-3,6,V ugm-3,20,N ugm-3,6,N ugm-3,No data,N ugm-3,7.8,N ugm-3,17.44633,N ugm-3,3,V ugm-3,20.2,V ugm-3
2021-01-02,18:00:00,17.9,V ugm-3,12.72233,N ugm-3,22.35184,N ugm-3,No data,,No data,,23.7,V ugm-3,12.7,V ugm-3,No data,V ugm-3,11,V ugm-3,12.5,V ugm-3,No data,V ugm-3,12.6,V ugm-3,2.43475,V ugm-3,13,V ugm-3,No data,,10.3,V ugm-3,26.7,N ugm-3,24.03156,N ugm-3,57,V ugm-3,37,N ugm-3,26.92349,N ugm-3,No data,,59.82111,N ugm-3,22.1,V ugm-3,7.6,V ugm-3,31.1,V ugm-3,33.07735,N ugm-3,12.3,N ugm-3,27.98969,N ugm-3,16.4,V ugm-3,6,V ugm-3,12,N ugm-3,9,N ugm-3,No data,N ugm-3,6.8,N ugm-3,25.68784,N ugm-3,3,V ugm-3,8.7,V ugm-3
2021-01-02,19:00:00,15,V ugm-3,18.79596,N ugm-3,28.88776,N ugm-3,No data,,No data,,26.4,V ugm-3,5.7,V ugm-3,No data,V ugm-3,7.9,V ugm-3,11.5,V ugm-3,No data,V ugm-3,11.5,V ugm-3,0.98787,V ugm-3,9.5,V ugm-3,No data,,9.7,V ugm-3,19.8,N ugm-3,28.90439,N ugm-3,55,V ugm-3,38,N ugm-3,24.81404,N ugm-3,No data,,49.99229,N ugm-3,26.5,V ugm-3,4.6,V ugm-3,26.9,V ugm-3,29.77454,N ugm-3,9.8,N ugm-3,26.84217,N ugm-3,12.2,V ugm-3,45,V ugm-3,23,N ugm-3,42,N ugm-3,No data,N ugm-3,6,N ugm-3,14.44941,N ugm-3,1,V ugm-3,13,V ugm-3
2021-01-02,20:00:00,16.9,V ugm-3,10.34815,N ugm-3,29.9355,N ugm-3,No data,,No data,,33,V ugm-3,7.1,V ugm-3,No data,V ugm-3,9,V ugm-3,14,V ugm-3,No data,V ugm-3,6.9,V ugm-3,5.62289,V ugm-3,8,V ugm-3,No data,,14.3,V ugm-3,13.3,N ugm-3,28.8046,N ugm-3,53,V ugm-3,32,N ugm-3,35.86223,N ugm-3,No data,,48.79487,N ugm-3,18.6,V ugm-3,11.6,V ugm-3,32.5,V ugm-3,10.00701,N ugm-3,5.9,N ugm-3,28.6383,N ugm-3,12.1,V ugm-3,50,V ugm-3,56,N ugm-3,37,N ugm-3,No data,N ugm-3,3.1,N ugm-3,9.09778,N ugm-3,7,V ugm-3,17.3,V ugm-3
2021-01-02,21:00:00,20.1,V ugm-3,3.10559,N ugm-3,31.33249,N ugm-3,No data,,No data,,32.4,V ugm-3,18.6,V ugm-3,No data,V ugm-3,11,V ugm-3,18,V ugm-3,No data,V ugm-3,11,V ugm-3,8.24224,V ugm-3,5.5,V ugm-3,No data,,13.4,V ugm-3,15.2,N ugm-3,30.31801,N ugm-3,53,V ugm-3,31,N ugm-3,29.17015,N ugm-3,No data,,60.66928,N ugm-3,4.3,V ugm-3,17.2,V ugm-3,31.6,V ugm-3,23.11964,N ugm-3,11.3,N ugm-3,25.14582,N ugm-3,9.9,V ugm-3,44,V ugm-3,52,N ugm-3,39,N ugm-3,No data,N ugm-3,6.9,N ugm-3,18.08852,N ugm-3,14,V ugm-3,19.2,V ugm-3
2021-01-02,22:00:00,23,V ugm-3,1.30062,N ugm-3,22.75098,N ugm-3,No data,,No data,,25.5,V ugm-3,20.8,V ugm-3,No data,V ugm-3,12.6,V ugm-3,19.4,V ugm-3,No data,V ugm-3,14.1,V ugm-3,12.52801,V ugm-3,21,V ugm-3,No data,,15.8,V ugm-3,18,N ugm-3,30.30138,N ugm-3,55,V ugm-3,28,N ugm-3,24.14448,N ugm-3,No data,,60.81896,N ugm-3,4.3,V ugm-3,18.7,V ugm-3,24.9,V ugm-3,14.88727,N ugm-3,12.8,N ugm-3,23.05034,N ugm-3,16.2,V ugm-3,47,V ugm-3,47,N ugm-3,41,N ugm-3,No data,N ugm-3,7.7,N ugm-3,18.19555,N ugm-3,34,V ugm-3,24.3,V ugm-3
2021-01-02,23:00:00,26.2,V ugm-3,1.56182,N ugm-3,20.85507,N ugm-3,No data,,No data,,21.2,V ugm-3,19.6,V ugm-3,No data,V ugm-3,15.7,V ugm-3,22.9,V ugm-3,No data,V ugm-3,19.7,V ugm-3,16.48448,V ugm-3,23.4,V ugm-3,No data,,21.4,V ugm-3,24,N ugm-3,38.74984,N ugm-3,54,V ugm-3,23,N ugm-3,30.71083,N ugm-3,No data,,59.67143,N ugm-3,5.2,V ugm-3,22.8,V ugm-3,23.9,V ugm-3,13.26052,N ugm-3,16.7,N ugm-3,17.36259,N ugm-3,17.6,V ugm-3,41,V ugm-3,34,N ugm-3,33,N ugm-3,No data,N ugm-3,12.5,N ugm-3,22.2628,N ugm-3,22,V ugm-3,24.5,V ugm-3
2021-01-02,24:00:00,30,V ugm-3,19.74583,N ugm-3,22.05249,N ugm-3,No data,,No data,,20.6,V ugm-3,25.5,V ugm-3,No data,V ugm-3,18.8,V ugm-3,23.4,V ugm-3,No data,V ugm-3,21.8,V ugm-3,22.30694,V ugm-3,20.5,V ugm-3,No data,,20.8,V ugm-3,24.7,N ugm-3,40.64576,N ugm-3,54,V ugm-3,22,N ugm-3,32.42314,N ugm-3,No data,,59.67143,N ugm-3,7.6,V ugm-3,27.3,V ugm-3,25.9,V ugm-3,12.3239,N ugm-3,12.8,N ugm-3,16.86367,N ugm-3,14,V ugm-3,27,V ugm-3,35,N ugm-3,28,N ugm-3,No data,N ugm-3,20.2,N ugm-3,29.70157,N ugm-3,30,V ugm-3,21.6,V ugm-3
2021-01-03,01:00:00,35.8,V ugm-3,30.14643,N ugm-3,22.48489,N ugm-3,No data,,No data,,22,V ugm-3,26.2,V ugm-3,No data,V ugm-3,27.6,V ugm-3,33.7,V ugm-3,No data,V ugm-3,29.1,V ugm-3,19.97031,V ugm-3,29.3,V ugm-3,No data,,22,V ugm-3,35.7,N ugm-3,40.64576,N ugm-3,52,V ugm-3,31,N ugm-3,31.74211,N ugm-3,No data,,57.27659,N ugm-3,11.8,V ugm-3,26.3,V ugm-3,28,V ugm-3,25.89662,N ugm-3,21.5,N ugm-3,19.42481,N ugm-3,18.3,V ugm-3,47,V ugm-3,52,N ugm-3,35,N ugm-3,No data,N ugm-3,24.5,N ugm-3,35.74891,N ugm-3,28,V ugm-3,20.9,V ugm-3
2021-01-03,02:00:00,40.7,V ugm-3,39.36898,N ugm-3,24.61363,N ugm-3,No data,,No data,,24.9,V ugm-3,19.4,V ugm-3,No data,V ugm-3,33.1,V ugm-3,38.3,V ugm-3,No data,V ugm-3,35.2,V ugm-3,34.55887,V ugm-3,41.2,V ugm-3,No data,,23.8,V ugm-3,48.2,N ugm-3,32.29708,N ugm-3,50,V ugm-3,34,N ugm-3,22.47208,N ugm-3,No data,,56.02928,N ugm-3,21,V ugm-3,39.8,V ugm-3,25.7,V ugm-3,38.59846,N ugm-3,31.3,N ugm-3,No data,N ugm-3,31.2,V ugm-3,52,V ugm-3,57,N ugm-3,52,N ugm-3,No data,N ugm-3,30,N ugm-3,41.45732,N ugm-3,31,V ugm-3,25.2,V ugm-3
2021-01-03,03:00:00,43.2,V ugm-3,40.36845,N ugm-3,23.39958,N ugm-3,No data,,No data,,28.6,V ugm-3,25.7,V ugm-3,No data,V ugm-3,34.9,V ugm-3,39.8,V ugm-3,No data,V ugm-3,36.1,V ugm-3,44.09,V ugm-3,42.4,V ugm-3,No data,,26.3,V ugm-3,47,N ugm-3,27.14152,N ugm-3,51,V ugm-3,33,N ugm-3,21.27666,N ugm-3,No data,,55.43057,N ugm-3,23.1,V ugm-3,43.5,V ugm-3,32.6,V ugm-3,30.02102,N ugm-3,31.5,N ugm-3,30.83357,N ugm-3,34.9,V ugm-3,53,V ugm-3,56,N ugm-3,52,N ugm-3,No data,N ugm-3,32,N ugm-3,43.93691,N ugm-3,25,V ugm-3,29.9,V ugm-3
2021-01-03,04:00:00,43.4,V ugm-3,39.46594,N ugm-3,21.90281,N ugm-3,No data,,No data,,27.7,V ugm-3,35.8,V ugm-3,No data,V ugm-3,34.3,V ugm-3,34.4,V ugm-3,No data,V ugm-3,31.5,V ugm-3,42.10927,V ugm-3,40.4,V ugm-3,No data,,33.2,V ugm-3,51.3,N ugm-3,27.87328,N ugm-3,53,V ugm-3,38,N ugm-3,20.68892,N ugm-3,No data,,56.37853,N ugm-3,30,V ugm-3,44.5,V ugm-3,31.8,V ugm-3,41.85197,N ugm-3,35.9,N ugm-3,31.63185,N ugm-3,34.5,V ugm-3,52,V ugm-3,58,N ugm-3,51,N ugm-3,No data,N ugm-3,26,N ugm-3,42.43846,N ugm-3,24,V ugm-3,35.9,V ugm-3
2021-01-03,05:00:00,34.7,V ugm-3,40.10065,N ugm-3,19.15872,N ugm-3,No data,,No data,,30.5,V ugm-3,41.6,V ugm-3,No data,V ugm-3,24,V ugm-3,31.4,V ugm-3,No data,V ugm-3,24.8,V ugm-3,30.8186,V ugm-3,37.4,V ugm-3,No data,,41,V ugm-3,45.9,N ugm-3,34.47572,N ugm-3,54,V ugm-3,38,N ugm-3,24.02424,N ugm-3,No data,,56.62799,N ugm-3,37,V ugm-3,35.9,V ugm-3,37.9,V ugm-3,43.13365,N ugm-3,39.8,N ugm-3,31.33249,N ugm-3,30.7,V ugm-3,52,V ugm-3,58,N ugm-3,52,N ugm-3,No data,N ugm-3,23.4,N ugm-3,33.0731,N ugm-3,39,V ugm-3,43.8,V ugm-3
2021-01-03,06:00:00,34,V ugm-3,38.76042,N ugm-3,21.60345,N ugm-3,No data,,No data,,32.3,V ugm-3,46.6,V ugm-3,No data,V ugm-3,22.4,V ugm-3,27.4,V ugm-3,No data,V ugm-3,23.8,V ugm-3,21.0247,V ugm-3,30.9,V ugm-3,No data,,46.1,V ugm-3,32.7,N ugm-3,37.38611,N ugm-3,56,V ugm-3,38,N ugm-3,29.82723,N ugm-3,No data,,49.39358,N ugm-3,43.9,V ugm-3,29.9,V ugm-3,38,V ugm-3,45.74632,N ugm-3,36.9,N ugm-3,33.02884,N ugm-3,21.8,V ugm-3,51,V ugm-3,54,N ugm-3,52,N ugm-3,No data,N ugm-3,20.8,N ugm-3,30.98596,N ugm-3,47,V ugm-3,48.3,V ugm-3
2021-01-03,07:00:00,33.1,V ugm-3,38.46823,N ugm-3,17.66195,N ugm-3,No data,,No data,,36,V ugm-3,45.6,V ugm-3,No data,V ugm-3,21.9,V ugm-3,25.9,V ugm-3,No data,V ugm-3,24.3,V ugm-3,24.91632,V ugm-3,31.9,V ugm-3,No data,,47.8,V ugm-3,34.3,N ugm-3,37.40275,N ugm-3,55,V ugm-3,37,N ugm-3,38.01858,N ugm-3,No data,,47.59745,N ugm-3,34.4,V ugm-3,30.9,V ugm-3,35.4,V ugm-3,39.73225,N ugm-3,25.1,N ugm-3,32.08088,N ugm-3,21.2,V ugm-3,49,V ugm-3,52,N ugm-3,48,N ugm-3,No data,N ugm-3,17.8,N ugm-3,32.1098,N ugm-3,31,V ugm-3,47.5,V ugm-3
2021-01-03,08:00:00,28.4,V ugm-3,39.13388,N ugm-3,19.3084,N ugm-3,No data,,No data,,31.9,V ugm-3,40.3,V ugm-3,No data,V ugm-3,20.4,V ugm-3,16,V ugm-3,No data,V ugm-3,18.2,V ugm-3,22.28199,V ugm-3,27.9,V ugm-3,No data,,44.5,V ugm-3,30.3,N ugm-3,36.58783,N ugm-3,53,V ugm-3,37,N ugm-3,35.29395,N ugm-3,No data,,35.52346,N ugm-3,26,V ugm-3,27.8,V ugm-3,31.7,V ugm-3,25.97878,N ugm-3,20.2,N ugm-3,31.03314,N ugm-3,18.1,V ugm-3,49,V ugm-3,51,N ugm-3,45,N ugm-3,No data,N ugm-3,14,N ugm-3,26.27652,N ugm-3,29,V ugm-3,42.6,V ugm-3
2021-01-03,09:00:00,22.1,V ugm-3,36.00193,N ugm-3,19.40818,N ugm-3,No data,,No data,,24.7,V ugm-3,33.4,V ugm-3,No data,V ugm-3,16.7,V ugm-3,22.4,V ugm-3,No data,V ugm-3,18.7,V ugm-3,17.88646,V ugm-3,23,V ugm-3,No data,,39.7,V ugm-3,27.5,N ugm-3,34.29278,N ugm-3,51,V ugm-3,37,N ugm-3,34.14593,N ugm-3,No data,,33.72733,N ugm-3,21.4,V ugm-3,26.3,V ugm-3,30,V ugm-3,32.4858,N ugm-3,20.7,N ugm-3,32.72948,N ugm-3,16.7,V ugm-3,47,V ugm-3,51,N ugm-3,45,N ugm-3,No data,N ugm-3,13.6,N ugm-3,24.45697,N ugm-3,29,V ugm-3,38,V ugm-3
2021-01-03,10:00:00,23.7,V ugm-3,35.32405,N ugm-3,23.74883,N ugm-3,No data,,No data,,23.6,V ugm-3,29.8,V ugm-3,No data,V ugm-3,18.3,V ugm-3,20.9,V ugm-3,No data,V ugm-3,22.2,V ugm-3,13.52087,V ugm-3,22,V ugm-3,No data,,30.5,V ugm-3,25.4,N ugm-3,34.20963,N ugm-3,49,V ugm-3,32,N ugm-3,32.51794,N ugm-3,No data,,34.77507,N ugm-3,20.3,V ugm-3,28.9,V ugm-3,27,V ugm-3,21.09852,N ugm-3,23.6,N ugm-3,34.62539,N ugm-3,15.9,V ugm-3,44,V ugm-3,46,N ugm-3,37,N ugm-3,No data,N ugm-3,16.7,N ugm-3,24.51048,N ugm-3,30,V ugm-3,31.5,V ugm-3
2021-01-03,11:00:00,26.9,V ugm-3,32.10024,N ugm-3,26.69249,N ugm-3,No data,,No data,,22.8,V ugm-3,26.2,V ugm-3,No data,V ugm-3,17.8,V ugm-3,21.9,V ugm-3,No data,V ugm-3,18.7,V ugm-3,17.94633,V ugm-3,18.5,V ugm-3,No data,,27.8,V ugm-3,27.3,N ugm-3,32.54654,N ugm-3,49,V ugm-3,34,N ugm-3,33.82712,N ugm-3,No data,,40.01379,N ugm-3,23.7,V ugm-3,34.9,V ugm-3,26.6,V ugm-3,28.09849,N ugm-3,25.1,N ugm-3,34.07658,N ugm-3,16.6,V ugm-3,44,V ugm-3,41,N ugm-3,33,N ugm-3,No data,N ugm-3,18,N ugm-3,26.65114,N ugm-3,25,V ugm-3,31.8,V ugm-3
2021-01-03,12:00:00,27.9,V ugm-3,30.04859,N ugm-3,26.5927,N ugm-3,No data,,No data,,20.5,V ugm-3,28,V ugm-3,No data,V ugm-3,18.8,V ugm-3,24.4,V ugm-3,No data,V ugm-3,19.2,V ugm-3,16.1502,V ugm-3,22.5,V ugm-3,No data,,26.5,V ugm-3,27.7,N ugm-3,32.89579,N ugm-3,46,V ugm-3,31,N ugm-3,33.57117,N ugm-3,No data,,47.49766,N ugm-3,28,V ugm-3,27.8,V ugm-3,31.7,V ugm-3,27.65483,N ugm-3,26.1,N ugm-3,41.46067,N ugm-3,15.9,V ugm-3,41,V ugm-3,43,N ugm-3,34,N ugm-3,No data,N ugm-3,18.3,N ugm-3,26.97224,N ugm-3,23,V ugm-3,34.2,V ugm-3
2021-01-03,13:00:00,33.5,V ugm-3,29.65504,N ugm-3,34.67529,N ugm-3,No data,,No data,,21.2,V ugm-3,32.2,V ugm-3,No data,V ugm-3,18.8,V ugm-3,25.9,V ugm-3,No data,V ugm-3,22.2,V ugm-3,17.26779,V ugm-3,25.4,V ugm-3,No data,,28.1,V ugm-3,30.4,N ugm-3,34.80834,N ugm-3,45,V ugm-3,32,N ugm-3,33.3721,N ugm-3,No data,,52.18756,N ugm-3,25.2,V ugm-3,29.4,V ugm-3,29.6,V ugm-3,21.78866,N ugm-3,24.1,N ugm-3,42.80777,N ugm-3,17.5,V ugm-3,42,V ugm-3,46,N ugm-3,41,N ugm-3,No data,N ugm-3,20.4,N ugm-3,28.79179,N ugm-3,21,V ugm-3,32.7,V ugm-3
2021-01-03,14:00:00,38.2,V ugm-3,27.06146,N ugm-3,33.2783,N ugm-3,No data,,No data,,20.4,V ugm-3,28.4,V ugm-3,No data,V ugm-3,22.4,V ugm-3,29.9,V ugm-3,No data,V ugm-3,28.4,V ugm-3,20.31623,V ugm-3,28.9,V ugm-3,No data,,25,V ugm-3,36.4,N ugm-3,37.31959,N ugm-3,47,V ugm-3,31,N ugm-3,34.68726,N ugm-3,No data,,53.38498,N ugm-3,23.2,V ugm-3,33.4,V ugm-3,25.4,V ugm-3,21.39429,N ugm-3,24.1,N ugm-3,41.06153,N ugm-3,21.5,V ugm-3,40,V ugm-3,45,N ugm-3,40,N ugm-3,No data,N ugm-3,25.7,N ugm-3,37.03331,N ugm-3,21,V ugm-3,29.5,V ugm-3
2021-01-03,15:00:00,37.9,V ugm-3,28.11496,N ugm-3,39.96389,N ugm-3,No data,,No data,,19,V ugm-3,24.4,V ugm-3,No data,V ugm-3,25,V ugm-3,28.4,V ugm-3,No data,V ugm-3,28.9,V ugm-3,18.25068,V ugm-3,25.9,V ugm-3,No data,,21,V ugm-3,40.2,N ugm-3,35.77292,N ugm-3,46,V ugm-3,29,N ugm-3,31.31503,N ugm-3,No data,,55.03143,N ugm-3,20.9,V ugm-3,37.5,V ugm-3,22.7,V ugm-3,20.75345,N ugm-3,27.5,N ugm-3,39.96389,N ugm-3,19.2,V ugm-3,38,V ugm-3,39,N ugm-3,36,N ugm-3,No data,N ugm-3,23.8,N ugm-3,36.49814,N ugm-3,19,V ugm-3,29.4,V ugm-3
2021-01-03,16:00:00,27.1,V ugm-3,23.36781,N ugm-3,35.9226,N ugm-3,No data,,No data,,17,V ugm-3,18.4,V ugm-3,No data,V ugm-3,15.7,V ugm-3,22.9,V ugm-3,No data,V ugm-3,15.1,V ugm-3,8.48173,V ugm-3,23,V ugm-3,No data,,19.7,V ugm-3,35,N ugm-3,37.0535,N ugm-3,48,V ugm-3,27,N ugm-3,33.24736,N ugm-3,No data,,51.2396,N ugm-3,26.7,V ugm-3,32.9,V ugm-3,21.1,V ugm-3,21.04922,N ugm-3,36.9,N ugm-3,45.75142,N ugm-3,21.6,V ugm-3,36,V ugm-3,35,N ugm-3,31,N ugm-3,No data,N ugm-3,14.7,N ugm-3,28.09608,N ugm-3,14,V ugm-3,22.8,V ugm-3
